Customer,Chosen,Price1,Feature1,Display1,Price2,Feature2,Display2,Price3,Feature3,Display3
63,3,0.68,1,0,0.68,0,0,0.68,1,0
63,1,0.58,1,0,0.59,0,0,0.58,1,0
64,1,0.56,0,0,0.73,0,0,0.56,0,0
64,1,0.69,0,0,0.69,0,0,0.69,0,0
64,1,0.68,0,0,0.69,0,0,0.68,0,0
64,2,0.69,0,0,0.58,0,0,0.69,0,0
64,1,0.69,0,0,0.69,0,0,0.69,0,0
64,2,0.69,0,0,0.79,0,0,0.69,0,0
64,1,0.69,1,0,0.69,0,0,0.69,0,0
64,2,0.69,0,0,0.69,1,0,0.69,0,0
64,1,0.69,1,0,0.49,0,0,0.69,0,0
64,1,0.68,0,0,0.68,0,0,0.68,0,0
64,2,0.69,0,0,0.55,0,0,0.69,0,0
64,2,0.69,0,0,0.68,0,0,0.69,0,0
64,1,0.68,0,0,0.55,0,0,0.68,0,0
64,2,0.69,0,0,0.59,1,0,0.69,0,0
64,2,0.68,0,0,0.55,1,0,0.68,0,0
64,2,0.59,0,0,0.49,1,0,0.59,0,0
64,2,0.59,0,0,0.49,1,0,0.59,0,0
65,2,0.69,0,0,0.58,0,0,0.69,0,0
66,1,0.68,0,0,0.68,0,0,0.68,0,0
66,2,0.68,0,0,0.69,0,0,0.68,0,0
66,2,0.69,0,0,0.79,0,0,0.79,0,0
67,2,0.69,0,0,0.54,0,0,0.69,0,0
67,2,0.69,0,0,0.79,0,0,0.79,0,0
67,2,0.69,0,0,0.69,0,0,0.69,0,0
67,2,0.68,0,0,0.79,0,0,0.68,0,0
67,2,0.68,0,0,0.58,1,0,0.68,0,0
67,2,0.59,0,0,0.59,0,0,0.59,0,0
67,2,0.59,0,0,0.49,1,0,0.59,0,0
67,2,0.69,0,0,0.49,1,0,0.69,0,0
67,1,0.49,1,0,0.59,0,0,0.49,1,0
67,1,0.49,1,0,0.59,0,0,0.49,1,0
68,2,0.79,0,0,0.58,0,0,0.79,0,0
68,1,0.68,0,0,0.79,0,0,0.68,0,0
68,3,0.56,0,0,0.79,0,0,0.56,0,0
68,1,0.58,0,0,0.69,0,0,0.58,0,0
68,3,0.58,0,0,0.69,0,0,0.58,0,0
68,3,0.59,0,0,0.58,0,0,0.59,0,0
69,2,0.69,0,0,0.68,0,0,0.69,0,0
69,2,0.68,0,0,0.55,1,0,0.68,0,0
70,2,0.79,0,0,0.79,0,0,0.79,0,0
70,1,0.66,1,0,0.79,0,0,0.66,1,0
70,1,0.68,0,0,0.79,0,0,0.68,0,0
70,1,0.68,0,0,0.79,0,0,0.68,0,0
70,1,0.68,1,0,0.79,0,0,0.68,1,0
70,1,0.68,0,0,0.79,0,0,0.68,0,0
70,2,0.79,0,0,0.58,1,0,0.79,0,0
70,2,0.69,0,0,0.69,0,0,0.69,0,0
70,3,0.58,1,0,0.69,0,0,0.58,1,0
70,1,0.69,0,0,0.69,0,0,0.69,0,0
70,1,0.68,0,0,0.66,1,0,0.68,0,0
70,2,0.68,0,0,0.54,1,0,0.68,0,0
70,1,0.55,1,0,0.79,0,0,0.55,1,0
70,2,0.68,0,0,0.55,1,0,0.68,0,0
70,1,0.59,0,0,0.48,1,0,0.59,0,0
70,1,0.59,0,0,0.59,0,0,0.59,0,0
70,1,0.59,0,0,0.59,0,0,0.59,0,0
70,2,0.59,0,0,0.58,1,0,0.59,0,0
71,1,0.68,0,0,0.54,1,0,0.68,0,0
71,3,0.69,0,0,0.69,0,0,0.69,0,0
72,1,0.68,1,0,0.79,0,0,0.68,1,0
72,1,0.68,0,0,0.79,0,0,0.68,0,0
72,1,0.68,0,0,0.58,1,0,0.68,0,0
72,1,0.66,1,0,0.79,0,0,0.66,1,0
72,1,0.56,1,0,0.56,0,0,0.56,1,0
72,1,0.68,0,0,0.79,0,0,0.68,0,0
72,1,0.68,0,0,0.79,0,0,0.68,0,0
72,1,0.56,1,0,0.79,0,0,0.56,1,0
72,1,0.79,0,0,0.79,0,0,0.79,0,0
72,1,0.79,0,0,0.73,0,0,0.79,0,0
72,1,0.79,0,0,0.73,0,0,0.79,0,0
72,1,0.68,0,0,0.79,0,0,0.68,0,0
72,1,0.54,1,0,0.79,0,0,0.54,1,0
72,1,0.56,1,0,0.79,0,0,0.56,1,0
72,1,0.68,0,0,0.79,0,0,0.68,0,0
72,1,0.68,0,0,0.54,1,0,0.68,0,0
72,1,0.68,0,0,0.79,0,0,0.68,0,0
72,1,0.68,0,0,0.79,0,0,0.68,0,0
72,1,0.68,0,0,0.68,0,0,0.68,0,0
72,1,0.58,1,0,0.68,0,0,0.58,1,0
72,1,0.68,1,0,0.68,0,0,0.68,1,0
72,1,0.68,0,0,0.49,1,0,0.68,0,0
72,1,0.68,1,0,0.68,0,0,0.68,1,0
72,1,0.68,0,0,0.68,0,0,0.68,0,0
72,1,0.68,1,0,0.68,0,0,0.68,1,0
72,1,0.58,1,0,0.68,0,0,0.58,1,0
72,1,0.68,0,0,0.68,1,0,0.68,0,0
72,1,0.68,0,0,0.68,0,0,0.68,0,0
72,1,0.68,0,0,0.68,0,0,0.68,0,0
72,1,0.68,0,0,0.58,1,0,0.68,0,0
72,1,0.68,0,0,0.68,0,0,0.68,0,0
72,1,0.68,0,0,0.66,1,0,0.68,0,0
72,1,0.68,0,0,0.54,1,1,0.68,0,0
72,1,0.68,0,0,0.68,0,0,0.68,0,0
72,1,0.55,1,0,0.68,0,1,0.55,1,0
72,1,0.68,0,0,0.59,1,1,0.68,0,0
72,1,0.68,0,0,0.68,0,0,0.68,0,0
72,1,0.68,0,0,0.55,1,0,0.68,0,0
72,1,0.68,0,0,0.68,0,0,0.68,0,0
72,1,0.68,0,0,0.58,1,0,0.68,0,0
72,1,0.68,0,0,0.68,0,0,0.68,0,0
72,1,0.68,0,0,0.58,1,1,0.68,0,0
72,1,0.59,0,0,0.59,0,0,0.59,0,0
72,2,0.59,0,0,0.49,1,0,0.59,0,0
72,1,0.59,0,0,0.59,0,0,0.59,0,0
72,1,0.59,0,0,0.58,1,0,0.59,0,0
72,1,0.59,0,0,0.59,0,0,0.59,0,0
72,1,0.69,0,0,0.49,1,0,0.69,0,0
72,1,0.69,0,0,0.59,0,0,0.69,0,0
72,1,0.69,0,0,0.59,0,0,0.69,0,0
72,1,0.69,0,0,0.59,0,0,0.69,0,0
72,1,0.49,1,0,0.59,0,0,0.49,1,0
72,1,0.59,0,0,0.59,0,0,0.59,0,0
72,1,0.49,1,0,0.59,0,0,0.49,1,0
72,1,0.59,0,0,0.59,0,0,0.59,0,0
72,1,0.59,0,0,0.59,0,0,0.59,0,0
72,2,0.59,0,0,0.59,0,0,0.59,0,0
72,1,0.58,1,0,0.59,0,0,0.58,1,0
72,1,0.59,0,0,0.59,0,0,0.59,0,0
73,1,0.68,1,0,0.68,0,0,0.68,1,0
73,2,0.69,0,0,0.58,1,0,0.69,0,0
74,2,0.79,0,0,0.79,0,0,0.79,0,0
74,2,0.79,0,0,0.79,0,0,0.79,0,0
74,2,0.69,0,0,0.49,1,0,0.69,0,0
74,1,0.68,1,0,0.68,0,0,0.68,1,0
74,2,0.68,0,0,0.59,0,0,0.68,0,0
74,2,0.59,0,0,0.59,0,0,0.59,0,0
74,3,0.49,1,0,0.59,0,0,0.49,1,0
74,1,0.49,1,0,0.59,0,0,0.49,1,0
74,1,0.59,0,0,0.58,0,0,0.59,0,0
75,1,0.68,1,0,0.79,0,0,0.68,1,0
75,2,0.79,0,0,0.58,1,0,0.79,0,0
75,2,0.68,0,0,0.68,0,0,0.68,0,0
75,2,0.68,0,0,0.49,1,0,0.68,0,0
75,2,0.68,0,0,0.55,0,0,0.68,0,0
75,1,0.68,0,0,0.68,0,0,0.68,0,0
75,2,0.68,0,0,0.79,0,0,0.68,0,0
75,2,0.59,0,0,0.49,0,0,0.59,0,0
76,2,0.79,0,0,0.79,0,0,0.79,1,0
76,1,0.68,0,0,0.68,0,0,0.68,0,0
76,1,0.68,0,0,0.68,0,0,0.68,0,0
76,2,0.69,0,0,0.69,0,0,0.69,0,0
76,2,0.58,0,0,0.59,0,0,0.58,0,0
76,2,0.59,0,0,0.49,0,0,0.59,0,0
77,2,0.79,0,0,0.79,0,0,0.79,0,0
77,2,0.79,0,0,0.58,1,0,0.79,0,0
77,1,0.56,1,0,0.79,0,0,0.56,1,0
77,1,0.54,1,0,0.73,0,0,0.54,1,0
77,2,0.69,0,0,0.54,1,0,0.69,0,0
77,1,0.69,0,0,0.69,0,0,0.69,0,0
77,2,0.69,0,0,0.69,0,0,0.69,0,0
77,1,0.69,0,0,0.69,0,0,0.69,0,0
77,1,0.68,1,0,0.69,0,0,0.68,1,0
77,2,0.69,0,0,0.49,1,0,0.69,0,0
77,2,0.69,0,0,0.55,0,0,0.69,0,0
77,1,0.58,0,0,0.68,0,0,0.58,0,0
77,2,0.79,0,0,0.68,1,0,0.79,0,0
77,1,0.55,1,0,0.68,0,0,0.55,1,0
77,2,0.68,0,0,0.66,1,0,0.68,0,0
77,2,0.68,0,0,0.54,1,0,0.68,0,0
77,2,0.68,0,0,0.55,1,0,0.68,0,0
77,2,0.68,0,0,0.55,1,0,0.68,0,0
77,2,0.68,0,0,0.66,1,0,0.68,0,0
77,1,0.68,0,0,0.58,1,0,0.68,0,0
77,2,0.59,0,0,0.49,1,1,0.59,0,0
77,1,0.59,0,0,0.59,0,0,0.59,0,0
77,1,0.59,0,0,0.58,1,0,0.59,0,0
77,2,0.69,0,0,0.49,1,0,0.69,0,0
77,2,0.69,0,0,0.59,0,0,0.69,0,0
77,1,0.49,1,0,0.59,0,0,0.49,1,0
77,2,0.59,0,0,0.48,1,0,0.59,0,0
77,1,0.59,0,0,0.59,0,0,0.59,0,0
77,1,0.49,1,0,0.59,0,0,0.49,1,0
77,3,0.59,0,0,0.58,1,0,0.59,0,0
77,2,0.59,0,0,0.49,0,0,0.59,0,0
77,2,0.59,0,0,0.49,0,0,0.59,0,0
78,2,0.69,0,0,0.49,0,0,0.69,0,0
78,3,0.58,0,0,0.68,0,0,0.58,0,0
78,3,0.69,0,0,0.68,0,0,0.69,0,0
78,3,0.69,0,0,0.54,0,0,0.69,0,0
78,3,0.69,0,0,0.68,0,0,0.69,0,0
78,3,0.69,0,0,0.55,1,0,0.69,0,0
78,2,0.69,0,0,0.66,1,0,0.69,0,0
78,3,0.69,0,0,0.68,0,0,0.69,0,0
78,3,0.69,0,0,0.59,0,0,0.59,0,0
78,2,0.69,0,0,0.49,1,0,0.69,0,0
78,1,0.49,0,0,0.59,0,0,0.49,0,0
78,3,0.49,0,0,0.59,0,0,0.49,0,0
78,3,0.59,0,0,0.58,1,0,0.59,0,0
79,2,0.68,0,0,0.68,0,0,0.68,0,0
79,1,0.68,0,0,0.68,0,0,0.68,0,0
80,1,0.79,0,0,0.79,0,0,0.79,0,0
80,2,0.68,0,0,0.68,1,0,0.68,0,0
80,2,0.68,0,0,0.68,0,0,0.68,0,0
81,2,0.79,0,0,0.58,1,0,0.79,0,0
81,2,0.79,0,0,0.79,0,0,0.79,0,0
81,1,0.68,0,0,0.79,0,0,0.68,0,0
81,1,0.68,0,0,0.79,0,0,0.68,0,0
81,1,0.56,1,0,0.79,0,0,0.56,1,0
81,2,0.69,0,0,0.69,0,0,0.69,0,0
82,2,0.69,0,0,0.49,1,0,0.69,0,0
83,1,0.68,0,0,0.79,0,0,0.68,0,0
83,1,0.79,0,0,0.79,0,0,0.79,0,0
83,1,0.69,0,0,0.68,1,0,0.69,0,0
83,1,0.68,0,0,0.58,0,0,0.68,0,0
83,1,0.68,0,0,0.55,1,0,0.68,0,0
84,2,0.79,0,0,0.79,0,0,0.79,0,0
84,3,0.56,1,0,0.79,0,0,0.56,1,0
84,2,0.69,0,0,0.69,0,0,0.69,0,0
85,1,0.68,1,0,0.79,0,0,0.68,1,0
86,1,0.79,1,0,0.79,0,0,0.79,0,0
86,3,0.68,1,0,0.79,0,0,0.68,1,0
86,1,0.54,1,0,0.79,0,0,0.54,1,0
86,1,0.56,0,0,0.79,0,0,0.56,0,0
86,1,0.68,0,0,0.68,0,0,0.68,0,0
86,1,0.69,1,0,0.59,0,0,0.69,0,0
86,1,0.59,0,0,0.59,1,0,0.59,0,0
86,1,0.49,0,0,0.59,1,0,0.49,0,0
86,1,0.59,0,0,0.59,0,0,0.59,0,0
87,1,0.68,0,0,0.79,0,0,0.68,0,0
87,2,0.79,0,0,0.58,0,0,0.79,0,0
88,1,0.56,1,0,0.79,0,0,0.56,1,0
88,3,0.68,0,0,0.79,0,0,0.68,0,0
88,3,0.56,1,0,0.73,0,0,0.56,1,0
88,3,0.69,0,0,0.69,0,0,0.69,0,0
88,1,0.68,0,0,0.55,0,0,0.68,0,0
89,2,0.79,0,0,0.58,1,0,0.79,0,0
89,1,0.68,0,0,0.79,0,0,0.68,0,0
89,2,0.79,0,0,0.58,1,0,0.79,0,0
89,1,0.54,1,0,0.79,0,0,0.54,1,0
89,2,0.68,0,0,0.54,1,0,0.68,0,0
89,2,0.68,0,0,0.79,0,1,0.68,0,0
89,2,0.69,0,0,0.79,0,0,0.79,0,0
89,1,0.68,1,0,0.69,0,0,0.68,1,0
89,2,0.69,0,0,0.58,1,0,0.69,0,0
89,2,0.68,0,0,0.54,1,1,0.68,0,0
90,1,0.68,1,0,0.79,0,0,0.68,1,0
90,1,0.79,1,0,0.79,0,0,0.79,0,0
90,1,0.68,0,0,0.79,0,0,0.68,0,0
90,1,0.56,1,0,0.79,0,0,0.56,1,0
90,3,0.68,0,0,0.79,0,0,0.68,0,0
90,1,0.68,0,0,0.68,0,0,0.68,0,0
90,2,0.68,0,0,0.68,0,0,0.68,0,0
90,2,0.68,1,0,0.68,0,0,0.68,0,0
90,2,0.68,0,0,0.66,1,0,0.68,0,0
90,2,0.68,0,0,0.55,1,0,0.68,0,0
90,1,0.59,0,0,0.59,0,0,0.59,0,0
91,2,0.69,0,0,0.68,1,0,0.69,0,0
91,2,0.69,0,0,0.79,0,0,0.79,0,0
91,1,0.68,1,0,0.68,0,0,0.68,1,0
91,2,0.69,0,0,0.55,0,0,0.69,0,0
91,2,0.69,0,0,0.68,0,0,0.69,0,0
91,2,0.68,1,0,0.68,0,0,0.68,0,0
91,3,0.58,1,0,0.68,0,0,0.58,1,0
91,2,0.69,0,0,0.68,0,0,0.69,0,0
91,1,0.69,0,0,0.68,0,0,0.69,0,0
91,1,0.55,1,0,0.68,0,0,0.55,1,0
91,2,0.69,0,0,0.68,0,0,0.69,0,0
91,2,0.69,0,0,0.68,0,0,0.69,0,0
91,2,0.69,0,0,0.68,0,0,0.69,0,0
91,2,0.69,0,0,0.66,1,0,0.69,0,0
91,2,0.69,0,0,0.54,1,0,0.69,0,0
91,2,0.69,0,0,0.68,0,0,0.69,0,0
91,1,0.69,0,0,0.68,0,0,0.69,0,0
91,2,0.59,0,0,0.49,1,0,0.59,0,0
91,2,0.59,0,0,0.59,1,0,0.59,0,0
91,1,0.59,0,0,0.59,1,0,0.59,0,0
91,1,0.69,0,0,0.59,0,0,0.69,0,0
91,1,0.69,0,0,0.59,0,0,0.69,0,0
91,2,0.69,0,0,0.59,0,0,0.69,0,0
91,1,0.49,1,0,0.59,0,0,0.49,1,0
91,1,0.49,1,0,0.59,0,0,0.49,1,0
91,2,0.59,0,0,0.58,1,0,0.59,0,0
91,1,0.58,1,0,0.59,0,0,0.58,0,0
91,1,0.59,0,0,0.59,0,0,0.59,0,0
91,2,0.59,0,0,0.49,0,0,0.59,0,0
91,1,0.59,0,0,0.59,0,0,0.59,0,0
92,1,0.79,0,0,0.79,0,0,0.79,0,0
92,1,0.56,0,0,0.79,0,0,0.56,0,0
92,2,0.79,1,0,0.73,0,0,0.79,0,0
92,1,0.54,1,0,0.73,0,0,0.54,1,0
92,2,0.69,0,0,0.58,1,0,0.69,0,0
92,1,0.69,0,0,0.69,0,0,0.69,0,0
92,3,0.68,0,0,0.68,0,0,0.68,0,0
92,2,0.69,0,0,0.79,0,0,0.69,0,0
92,3,0.59,0,0,0.58,0,0,0.59,0,0
93,2,0.68,0,1,0.79,0,0,0.68,0,0
93,2,0.68,0,0,0.58,1,0,0.68,0,0
93,2,0.68,0,0,0.79,0,0,0.68,0,0
93,2,0.68,0,0,0.68,1,1,0.68,0,0
93,2,0.68,0,0,0.55,0,1,0.68,0,0
93,2,0.68,0,0,0.68,1,0,0.68,0,0
93,2,0.68,0,0,0.58,1,0,0.68,0,0
93,2,0.68,0,0,0.54,1,1,0.68,0,0
93,2,0.68,0,0,0.68,0,0,0.68,0,0
93,2,0.68,0,0,0.59,1,1,0.68,0,0
93,2,0.68,0,0,0.55,1,0,0.68,0,0
93,2,0.69,0,0,0.49,1,0,0.69,0,0
93,2,0.59,0,0,0.48,1,0,0.59,0,0
93,2,0.59,0,0,0.49,1,0,0.59,0,0
94,1,0.68,1,0,0.79,0,0,0.68,0,0
94,1,0.68,0,1,0.79,0,0,0.68,0,1
94,1,0.79,0,0,0.79,0,0,0.79,0,0
94,1,0.56,1,0,0.56,0,0,0.56,1,0
94,1,0.68,0,0,0.79,0,0,0.68,0,0
94,1,0.68,0,0,0.73,0,0,0.79,0,0
94,1,0.79,0,0,0.79,0,0,0.79,0,0
94,1,0.54,1,0,0.79,0,0,0.54,1,0
94,1,0.56,1,0,0.79,0,0,0.56,1,0
94,1,0.68,0,0,0.68,0,0,0.68,0,0
94,1,0.68,0,0,0.68,0,0,0.68,0,0
94,1,0.68,1,0,0.68,0,0,0.68,1,0
94,1,0.68,1,0,0.68,0,1,0.68,1,0
94,1,0.68,0,0,0.68,0,0,0.68,0,0
94,1,0.68,1,0,0.68,0,0,0.68,1,0
94,1,0.68,0,1,0.68,0,0,0.68,0,0
94,1,0.68,0,0,0.68,0,0,0.68,0,0
94,1,0.68,0,0,0.68,1,0,0.68,0,0
94,1,0.55,1,0,0.68,0,0,0.55,1,0
94,1,0.68,0,0,0.68,0,0,0.68,0,0
94,1,0.68,0,0,0.68,0,0,0.68,0,0
94,1,0.55,1,0,0.68,0,1,0.55,1,0
94,1,0.68,0,0,0.66,0,1,0.68,0,0
95,1,0.68,0,0,0.68,1,0,0.68,0,0
95,1,0.56,1,0,0.79,0,0,0.56,1,0
95,2,0.69,0,0,0.54,1,0,0.69,0,0
95,2,0.69,0,0,0.59,1,0,0.69,0,0
95,1,0.58,0,0,0.58,0,0,0.68,0,0
95,1,0.49,1,0,0.59,0,0,0.49,1,0
96,2,0.69,0,0,0.69,0,0,0.69,0,0
96,2,0.69,0,0,0.68,0,0,0.69,0,0
97,3,0.68,0,0,0.79,0,0,0.68,0,0
97,3,0.54,1,0,0.73,0,0,0.54,1,0
97,3,0.69,0,0,0.59,0,0,0.69,0,0
98,2,0.79,0,0,0.79,0,0,0.79,0,0
98,2,0.79,0,0,0.58,1,0,0.79,0,0
98,1,0.58,1,0,0.69,0,0,0.58,1,0
98,1,0.68,1,0,0.69,0,0,0.68,1,0
98,1,0.55,1,0,0.68,0,0,0.55,1,0
98,2,0.68,0,0,0.54,1,0,0.68,0,0
98,2,0.68,0,0,0.79,0,0,0.68,0,0
98,2,0.68,0,0,0.59,1,0,0.68,0,0
98,2,0.68,0,0,0.55,1,0,0.68,0,0
98,2,0.68,0,0,0.66,1,0,0.68,0,0
98,2,0.68,0,0,0.58,1,0,0.68,0,0
98,2,0.59,0,0,0.58,1,0,0.59,0,0
98,2,0.59,0,0,0.59,0,0,0.59,0,0
99,1,0.68,1,0,0.68,0,0,0.68,1,0
100,1,0.56,1,0,0.79,0,0,0.56,1,0
100,2,0.69,0,0,0.79,0,0,0.69,0,0
100,1,0.69,0,0,0.79,0,0,0.69,0,0
100,2,0.69,0,0,0.68,0,0,0.69,0,0
100,2,0.59,0,0,0.49,1,0,0.59,0,0
102,2,0.68,0,0,0.68,0,0,0.68,0,0
102,1,0.68,1,0,0.68,0,0,0.68,1,0
102,1,0.58,1,0,0.68,0,0,0.58,1,0
102,2,0.68,0,0,0.68,0,0,0.68,0,0
102,2,0.68,0,0,0.68,1,1,0.68,0,0
102,2,0.68,0,0,0.55,0,0,0.68,0,0
102,2,0.59,0,0,0.48,1,0,0.59,0,0
102,2,0.59,0,0,0.48,0,0,0.59,0,0
102,1,0.49,1,0,0.59,0,0,0.49,0,0
103,2,0.68,0,0,0.79,0,0,0.68,0,0
103,3,0.69,0,0,0.68,0,0,0.69,0,0
103,2,0.59,0,0,0.49,1,0,0.59,0,0
103,1,0.49,1,0,0.59,0,0,0.49,1,0
103,2,0.59,0,0,0.48,1,0,0.59,0,0
103,2,0.59,0,0,0.48,1,0,0.59,0,0
104,2,0.79,0,0,0.79,0,0,0.79,0,0
104,2,0.69,0,0,0.69,0,0,0.69,0,0
104,2,0.69,0,0,0.55,0,0,0.69,0,0
104,2,0.59,0,0,0.59,0,1,0.59,0,0
105,3,0.69,0,0,0.68,0,0,0.69,0,0
105,1,0.55,1,0,0.79,0,0,0.55,1,0
105,3,0.49,1,0,0.59,0,0,0.49,1,0
105,3,0.49,0,0,0.59,0,0,0.49,0,0
105,3,0.49,1,0,0.59,0,0,0.49,1,0
105,3,0.59,0,0,0.59,0,0,0.59,0,0
105,3,0.59,0,0,0.59,0,0,0.59,0,0
106,2,0.59,0,0,0.49,1,0,0.59,0,0
107,3,0.69,0,0,0.69,0,0,0.69,0,0
107,3,0.69,0,0,0.68,0,0,0.69,0,0
107,2,0.79,1,0,0.68,0,0,0.79,0,0
107,3,0.68,0,0,0.68,1,0,0.68,0,0
107,2,0.68,0,0,0.66,1,0,0.68,0,0
108,2,0.79,0,0,0.58,1,0,0.79,0,0
108,2,0.69,0,0,0.54,1,0,0.69,0,0
108,2,0.68,0,0,0.79,0,1,0.68,0,0
108,2,0.79,0,0,0.68,1,0,0.79,0,0
108,2,0.68,0,0,0.55,1,0,0.68,0,0
109,2,0.69,0,0,0.79,0,0,0.69,0,0
109,2,0.59,0,0,0.58,1,0,0.59,0,0
109,2,0.59,0,0,0.59,1,0,0.59,0,0
110,1,0.68,1,0,0.69,0,0,0.68,1,0
110,1,0.68,0,1,0.68,0,0,0.68,0,0
111,2,0.59,0,0,0.59,0,0,0.59,0,0
111,2,0.59,0,0,0.58,1,0,0.59,0,0
113,1,0.59,0,0,0.59,1,0,0.59,0,0
114,1,0.54,1,0,0.73,0,0,0.54,1,0
115,2,0.55,0,0,0.55,1,0,0.69,0,0
116,1,0.66,1,0,0.79,0,0,0.66,1,0
116,1,0.56,1,0,0.79,0,0,0.56,1,0
116,1,0.68,0,0,0.68,0,0,0.68,0,0
116,1,0.56,1,0,0.79,0,0,0.56,1,0
116,2,0.68,1,0,0.69,0,0,0.68,0,0
116,1,0.68,1,0,0.79,0,0,0.68,1,0
116,1,0.69,0,0,0.79,0,0,0.69,0,0
116,1,0.68,1,0,0.68,0,0,0.68,0,0
117,2,0.69,0,0,0.49,1,0,0.69,0,0
118,2,0.59,0,0,0.59,0,0,0.59,0,0
119,1,0.79,1,0,0.79,0,0,0.79,0,0
119,1,0.56,0,0,0.79,0,0,0.56,0,0
119,1,0.54,1,0,0.73,0,0,0.54,1,0
119,1,0.69,0,0,0.69,0,0,0.69,0,0
119,2,0.69,0,0,0.69,0,0,0.69,0,0
119,2,0.68,0,0,0.55,1,0,0.68,0,0
119,2,0.68,0,0,0.58,1,0,0.68,0,0
119,1,0.59,0,0,0.59,1,1,0.59,0,0
119,1,0.59,0,0,0.59,0,0,0.59,0,0
119,1,0.69,0,0,0.59,0,0,0.69,0,0
119,1,0.59,0,0,0.59,0,0,0.59,0,0
119,2,0.59,0,0,0.58,0,0,0.59,0,0
119,2,0.59,0,0,0.59,1,0,0.59,0,0
120,1,0.68,1,0,0.79,0,0,0.68,1,0
120,1,0.49,1,0,0.49,0,0,0.69,0,0
120,1,0.58,1,0,0.68,0,0,0.58,1,0
120,1,0.69,0,0,0.68,0,0,0.69,0,0
120,2,0.55,0,0,0.55,0,0,0.55,0,0
120,1,0.68,0,0,0.68,0,0,0.68,0,0
120,2,0.59,0,0,0.49,1,0,0.59,0,0
120,2,0.69,1,0,0.59,0,0,0.69,0,0
120,1,0.59,0,0,0.59,1,0,0.59,0,0
120,1,0.49,0,0,0.59,0,0,0.49,0,0
120,2,0.59,0,0,0.48,1,1,0.59,0,0
121,3,0.68,0,0,0.79,0,0,0.68,0,0
121,3,0.56,0,0,0.73,0,0,0.56,0,0
121,3,0.69,0,1,0.55,0,0,0.69,0,1
121,3,0.49,1,0,0.59,0,0,0.49,1,0
122,1,0.68,0,0,0.79,0,0,0.68,0,0
122,1,0.69,0,0,0.69,0,0,0.69,0,0
123,1,0.66,1,0,0.79,0,0,0.66,1,0
123,2,0.68,0,0,0.79,0,0,0.68,0,0
123,2,0.79,0,0,0.73,0,0,0.79,0,0
123,2,0.56,1,0,0.73,0,0,0.56,1,0
123,2,0.69,0,0,0.69,0,0,0.69,0,0
123,2,0.68,0,0,0.69,0,0,0.68,0,0
123,2,0.69,0,0,0.69,1,0,0.69,0,0
123,2,0.69,0,0,0.68,0,0,0.69,0,0
123,2,0.79,0,0,0.68,1,0,0.79,0,0
123,2,0.68,0,0,0.58,0,0,0.68,0,0
123,2,0.68,0,0,0.54,0,0,0.68,0,0
123,2,0.68,0,0,0.55,0,0,0.68,0,0
123,1,0.49,1,0,0.59,0,0,0.49,1,0
123,2,0.49,1,0,0.59,0,0,0.49,1,0
123,2,0.59,0,0,0.59,0,0,0.59,0,0
124,2,0.79,0,0,0.58,1,0,0.79,0,0
124,2,0.68,0,0,0.68,1,0,0.68,0,0
124,1,0.68,0,0,0.79,0,0,0.68,0,0
124,1,0.68,0,0,0.79,0,0,0.68,0,0
124,1,0.56,1,0,0.79,0,0,0.56,1,0
124,2,0.79,0,0,0.58,1,0,0.79,0,0
124,2,0.69,0,0,0.54,0,0,0.69,0,0
124,2,0.69,0,0,0.58,1,0,0.69,0,0
124,2,0.69,0,0,0.69,0,0,0.69,0,0
124,2,0.69,0,0,0.49,1,0,0.69,0,0
124,2,0.69,1,0,0.68,0,0,0.69,0,0
124,2,0.69,0,0,0.55,0,0,0.69,0,0
124,2,0.68,0,0,0.58,1,0,0.68,0,0
124,2,0.68,0,0,0.79,0,0,0.68,0,0
124,2,0.59,0,0,0.49,0,1,0.59,0,0
124,2,0.59,0,0,0.59,0,0,0.59,0,0
124,2,0.59,0,0,0.49,0,0,0.59,0,0
125,2,0.69,0,0,0.69,0,0,0.69,0,0
125,2,0.68,0,0,0.79,0,0,0.68,0,0
126,2,0.68,0,1,0.79,0,0,0.68,0,0
126,1,0.68,0,0,0.79,0,0,0.68,0,0
126,2,0.68,0,0,0.58,1,0,0.68,0,0
126,2,0.68,0,0,0.58,0,0,0.68,0,0
126,2,0.56,1,0,0.56,0,0,0.56,1,0
126,1,0.68,0,0,0.79,0,0,0.68,0,0
126,1,0.68,1,0,0.79,0,0,0.68,1,0
126,3,0.68,0,0,0.79,0,0,0.68,1,0
126,2,0.68,0,0,0.58,1,1,0.68,0,0
126,1,0.56,1,0,0.79,0,0,0.56,1,0
126,1,0.56,0,0,0.79,0,0,0.56,0,0
126,2,0.68,0,0,0.54,0,0,0.68,0,0
126,2,0.68,1,0,0.68,0,1,0.68,0,0
126,2,0.68,0,0,0.58,0,0,0.68,0,0
126,1,0.58,1,0,0.68,0,0,0.58,1,0
126,1,0.58,1,0,0.68,0,0,0.58,1,0
126,2,0.68,0,0,0.68,0,0,0.68,0,0
126,2,0.68,0,0,0.49,1,0,0.68,0,0
126,1,0.58,0,1,0.68,0,0,0.58,0,0
126,2,0.68,0,0,0.58,1,0,0.68,0,0
126,2,0.68,0,0,0.54,1,1,0.68,0,0
126,2,0.68,0,0,0.68,0,1,0.68,0,0
126,2,0.68,0,0,0.58,1,0,0.68,0,0
